validated	event	event_label	time	line_id	landmark_label	landmark_type	relatum_label	relatum_type	relation_type	change_type	change_on	attribute_type	outdates	makes_effective
A	766	voie ed/12 || Dénomination || Décision de numérotage du 8 février 2024	2024-02-08	15678_dénomination	Voie ED/12	thoroughfare				attribute_version_transition	attribute	name		voie ED/12
X	767	rue michel blanc || Dénomination || Délibération municipale des 8, 9, 10 et 11 avril 2025	2025-04-11	15713_dénomination	Rue Michel Blanc	thoroughfare				attribute_version_transition	attribute	name		rue Michel Blanc
	768	rue michel blanc || Historique || Précédemment partie de la rue du Parc Royal		15713_historique	Rue Michel Blanc	thoroughfare								
X	769	rue michel blanc || Ouverture || Ouverte en 1563	1563	15713_ouverture	Rue Michel Blanc	thoroughfare				attribute_version_transition	attribute	geometry		
A	770	rue abel hovelacque || Dénomination || Arrêté du 2 août 1899	1899-08-02	8784_dénomination	Rue Abel Hovelacque	thoroughfare				attribute_version_transition	attribute	name		rue Abel Hovelacque
X	771	rue abel hovelacque || Historique || Précédemment rue de Gentilly (décision ministérielle du 14 septembre 1829)	1829-09-14	8784_historique_1	Rue Abel Hovelacque	thoroughfare				attribute_version_transition	attribute	name	rue de Gentilly	rue Abel Hovelacque
A	771	rue abel hovelacque || Historique || Précédemment rue de Gentilly (décision ministérielle du 14 septembre 1829)	1829-09-14	8784_historique_1	Rue de Gentilly	thoroughfare				attribute_version_transition	attribute	name	rue de Gentilly	rue Abel Hovelacque
ø	772	rue abel hovelacque || Historique || Elle est indiquée sur le plan de Jouvin de Rochefort (1672)	1672	8784_historique_2	Rue Abel Hovelacque	thoroughfare								
	773	rue abel hovelacque || Historique || Rue du Chemin qui va à Gentilly		8784_historique_3	Rue Abel Hovelacque	thoroughfare								
	774	rue abel hovelacque || Historique || sur le plan de Verniquet (1789), elle est appelée rue du Petit Gentilly	1789	8784_historique_4	Rue Abel Hovelacque	thoroughfare								
X	775	rue abel rabaud || Classement || Décret du 1er mai 1899	1899-05	8786_classement	Rue Abel Rabaud	thoroughfare				classement	landmark			
X	776	rue abel rabaud || Ouverture || Ouverte en 1892	1892	8786_ouverture	Rue Abel Rabaud	thoroughfare				attribute_version_transition	attribute	geometry		
	777	rue de l'agent bailly || Classement || Déc		8818_classement_1	Rue de l'Agent Bailly	thoroughfare				classement	landmark			
X	778	rue de l'agent bailly || Classement || du 1er octobre 1899 (UP), le surplus (A)	1899-10	8818_classement_2	Rue de l'Agent Bailly	thoroughfare				classement	landmark			
A	779	rue de l'agent bailly || Dénomination || Arrêté du 5 avril 1904	1904-04-05	8818_dénomination	Rue de l'Agent Bailly	thoroughfare				attribute_version_transition	attribute	name		rue de l'Agent Bailly
X	780	rue de l'agent bailly || Historique || Précédemment passage Rodier		8818_historique_1	Rue de l'Agent Bailly	thoroughfare				attribute_version_transition	attribute	name	passage Rodier	rue de l'Agent Bailly
X	781	rue de l'agent bailly || Historique || Le tronçon A était antérieurement une partie de l'impasse Rodier, dénommée, avant 1877, impasse de l'Ecole	1877	8818_historique_2	Impasse de l'École	thoroughfare				attribute_version_transition	attribute	name	impasse de l'École	impasse Rodier
X	782	rue de l'agent bailly || Ouverture || Décret du 1er octobre 1899 (UP), sur une longueur de 28 m environ à partir de la rue Milton (B)	1899-10	8818_ouverture	Rue de l'Agent Bailly	thoroughfare				attribute_version_transition	attribute	geometry		
X	783	rue albert malet || Classement || Arrêté du 5 mai 1961	1961-05-05	8843_classement	Rue Albert Malet	thoroughfare				classement	landmark			
X	784	rue albert malet || Dénomination || Voie dénommée en 1933	1933	8843_dénomination	Rue Albert Malet	thoroughfare				attribute_version_transition	attribute	name		rue Albert Malet
	785	rue albert malet || Historique || Ouverte par l'Office public d'habitations de la Ville de Paris sur l'emplacement du bastion 8		8843_historique	Rue Albert Malet	thoroughfare								
X	786	rue albert malet || Ouverture || Ouverte en 1933	1933	8843_ouverture	Rue Albert Malet	thoroughfare				attribute_version_transition	attribute	geometry		
A	787	rue albert willemetz || Dénomination || Arrêté municipal du 30 août 1978	1978-08-30	8844_dénomination	Rue Albert Willemetz	thoroughfare				attribute_version_transition	attribute	name		rue Albert Willemetz
	788	rue albert willemetz || Historique || Voie créée à l'occasion de l'édification d'un groupe d'habitations de la RIVP		8844_historique_1	Rue Albert Willemetz	thoroughfare								
X	789	rue albert willemetz || Historique || Elle avait été provisoirement dénommée AW/20		8844_historique_2	Rue Albert Willemetz	thoroughfare				attribute_version_transition	attribute	name	voie AW/20	rue Albert Willemetz
A	790	avenue albert ier de monaco || Dénomination || Arrêté du 22 janvier 1932	1932-01-22	8846_dénomination	Avenue Albert Ier de Monaco	thoroughfare				attribute_version_transition	attribute	name		avenue Albert Ier de Monaco
X	791	rue albinoni || Classement || Arrêté municipal du 15 mai 1995	1995-05-15	8856_classement	Rue Albinoni	thoroughfare				classement	landmark			
A	792	rue albinoni || Dénomination || Arrêté municipal du 16 décembre 1991	1991-12-16	8856_dénomination	Rue Albinoni	thoroughfare				attribute_version_transition	attribute	name		rue Albinoni
	793	rue albinoni || Historique || Voie créée dans le cadre de l'aménagement de la Zac `Reuilly`		8856_historique_1	Rue Albinoni	thoroughfare								
X	794	rue albinoni || Historique || Elle avait été provisoirement dénommée BF/12		8856_historique_2	Rue Albinoni	thoroughfare				attribute_version_transition	attribute	name	voie BF/12	rue Albinoni
X	795	villa alexandre ribot || Classement || Arrêté municipal du 1er mars 1990	1990-03	8870_classement	Villa Alexandre Ribot	thoroughfare				classement	landmark			
X	796	villa alexandre ribot || Ouverture || Ouverte en 1923	1923	8870_ouverture	Villa Alexandre Ribot	thoroughfare				attribute_version_transition	attribute	geometry		
X	797	pont alexandre iii || Classement || Arrêté ministériel du 22 juillet 1988, dans la voirie parisienne (ponts)	1988-07-22	8871_classement	Pont Alexandre III	thoroughfare				classement	landmark			
X	798	pont alexandre iii || Dénomination || Décret du 4 octobre 1896	1896-10-04	8871_dénomination	Pont Alexandre III	thoroughfare				attribute_version_transition	attribute	name		pont Alexandre III
	799	pont alexandre iii || Ouverture || La première pierre de ce pont a été solennellement posée par le tsar Nicolas II, l'impératrice de Russie et le président Félix Faure, le 7 octobre 1896	1896-10-07	8871_ouverture	Pont Alexandre III	thoroughfare				attribute_version_transition	attribute	geometry		
X	800	rue d'alleray || Classement || Décret du 23 mai 1863 (largeur : 10 m), dans la voirie parisienne	1863-05-23	8898_classement_1	Rue d'Alleray	thoroughfare				classement	landmark			
X	801	rue d'alleray || Classement || Arrêté du 29 août 1837 (largeur : 6 m), dans la voirie de l'ancienne commune de Vaugirard	1837-08-29	8898_classement_2	Rue d'Alleray	thoroughfare				classement	landmark			
X	802	rue d'alleray || Dénomination || Décret du 24 août 1864	1864-08-24	8898_dénomination	Rue d'Alleray	thoroughfare				attribute_version_transition	attribute	name		rue d'Alleray
	803	rue d'alleray || Historique || Précédemment chemin des Tournelles, et plus anciennement rue Hérard ou Erard entre le commencement de la rue Yvart et la rue La Quintinie		8898_historique_1	Rue d'Alleray	thoroughfare								
ø	804	rue d'alleray || Historique || Elle occupe l'emplacement d'un sentier indiqué sur le plan de Roussel (1730) et figure sur le plan cadastral de 1811 sous le nom de chemin des Tournelles	1730	8898_historique_2	Rue d'Alleray	thoroughfare								
X	805	rue d'amboise || Dénomination || Lettres patentes du 14 octobre 1780	1780-10-14	8926_dénomination	Rue d'Amboise	thoroughfare				attribute_version_transition	attribute	name		rue d'Amboise
X	806	rue d'amboise || Ouverture || Lettres patentes du 14 octobre 1780 (largeur : 25 pieds)	1780-10-14	8926_ouverture	Rue d'Amboise	thoroughfare				attribute_version_transition	attribute	geometry		
X	807	rue des amiraux || Classement || Arrêté du 14 mai 1935, entre les rues des Poissonniers et Boinod (A)	1935-05-14	8946_classement	Rue des Amiraux	thoroughfare				classement	landmark			
	808	rue des amiraux || Dénomination || Arrêté du 23 août 1926, partie M Arrêté du 10 novembre 1873, le surplus	1926-08-23	8946_dénomination	Rue des Amiraux	thoroughfare				attribute_version_transition	attribute	name		rue des Amiraux
	809	rue des amiraux || Historique || Précédemment, rue et impasse des Vosges, et impasse de Clignancourt (partie B)		8946_historique	Rue des Amiraux	thoroughfare								
X	810	rue des amiraux || Ouverture || Décret du 18 février 1922 (UP), sur une longueur de 106 m environ à partir de la rue de Clignancourt (M)	1922-02-18	8946_ouverture_1	Rue des Amiraux	thoroughfare				attribute_version_transition	attribute	geometry		
X	811	rue des amiraux || Ouverture || l'ouverture de ce tronçon a englobé l'impasse de Clignancourt		8946_ouverture_2	Rue des Amiraux	thoroughfare				attribute_version_transition	attribute	geometry		
X	811	rue des amiraux || Ouverture || l'ouverture de ce tronçon a englobé l'impasse de Clignancourt		8946_ouverture_2	Impasse de Clignancourt	thoroughfare				disappearance	landmark			
X	812	rue ampère || Dénomination || Décret du 2 mars 1864	1864-03-02	8948_dénomination	Rue Ampère	thoroughfare				attribute_version_transition	attribute	name		rue Ampère
X	813	rue ampère || Numérotation || Arrêté du 15 octobre 1885	1885-10-15	8948_numérotation	Rue Ampère	thoroughfare				numerotation	landmark			
X	814	rue ampère || Ouverture || Décret du 30 novembre 1862 (UP)	1862-11-30	8948_ouverture	Rue Ampère	thoroughfare				attribute_version_transition	attribute	geometry		
X	815	rue amyot || Dénomination || Décret du 27 février 1867	1867-02-27	8955_dénomination	Rue Amyot	thoroughfare				attribute_version_transition	attribute	name		rue Amyot
A	816	rue amyot || Historique || Précédemment rue du Puits qui parle		8955_historique_1	Rue Amyot	thoroughfare				attribute_version_transition	attribute	name	rue du Puits qui parle	rue Amyot
	817	rue amyot || Historique || Elle aurait aussi porté le nom de rue des Rosiers		8955_historique_2	Rue Amyot	thoroughfare								
ø	818	rue amyot || Historique || Elle existait en 1588	1588	8955_historique_3	Rue Amyot	thoroughfare								
X	819	cité annibal || Classement || Arrêté municipal du 25 avril 1994	1994-04-25	8994_classement	Cité Annibal	thoroughfare				classement	landmark			
X	820	cité annibal || Dénomination || Arrêté du 1er février 1877	1877-02	8994_dénomination	Cité Annibal	thoroughfare				attribute_version_transition	attribute	name		cité Annibal
X	821	cité annibal || Historique || Précédemment cité Napoléon		8994_historique	Cité Annibal	thoroughfare				attribute_version_transition	attribute	name	cité Napoléon	cité Annibal
X	822	rue antonin mercié || Classement || Arrêté du 11 octobre 1932	1932-10-11	9014_classement	Rue Antonin Mercié	thoroughfare				classement	landmark			
A	823	rue antonin mercié || Dénomination || Arrêté du 30 avril 1929	1929-04-30	9014_dénomination	Rue Antonin Mercié	thoroughfare				attribute_version_transition	attribute	name		rue Antonin Mercié
	824	rue antonin mercié || Historique || Ouverte par la Ville de Paris sur l'emplacement du bastion 74		9014_historique	Rue Antonin Mercié	thoroughfare								
X	825	rue antonin mercié || Numérotation || Arrêté du 19 décembre 1931	1931-12-19	9014_numérotation	Rue Antonin Mercié	thoroughfare				numerotation	landmark			
X	826	rue antonin mercié || Ouverture || Ouverte en 1929	1929	9014_ouverture	Rue Antonin Mercié	thoroughfare				attribute_version_transition	attribute	geometry		
A	827	rue d'arcole || Dénomination || Décision ministérielle du 13 février 1837	1837-02-13	9034_dénomination	Rue d'Arcole	thoroughfare				attribute_version_transition	attribute	name		rue d'Arcole
	828	rue d'arcole || Historique || L'ancienne rue d'Arcole avait été formée par la réunion de deux rues existant déjà au XIIIe siècle		9034_historique_1	Rue d'Arcole	thoroughfare								
x	829	rue d'arcole || Historique || la rue du Chevet Saint-Landry (précédemment rue de la Couronne) et la rue Saint-Pierre aux Boeufs ou Saint-Père à Beus		9034_historique_2	Rue du Chevet Saint-Landry	thoroughfare				attribute_version_transition	attribute	name	rue de la Couronne	rue du Chevet Saint-Landry
X	830	rue d'arcole || Historique || la rue d'Arcole actuelle a englobé vers 1865 le passage Sainte-Marine	1865	9034_historique_3	Rue d'Arcole	thoroughfare				attribute_version_transition	attribute	geometry		
X	830	rue d'arcole || Historique || la rue d'Arcole actuelle a englobé vers 1865 le passage Sainte-Marine	1865	9034_historique_3	Passage Sainte-Marine	thoroughfare				disappearance	landmark			
X	831	rue d'arcole || Numérotation || Arrêté du 26 juillet 1872	1872-07-26	9034_numérotation	Rue d'Arcole	thoroughfare				numerotation	landmark			
X	832	villa armand || Classement || Arrêté municipal du 29 juin 1993	1993-06-29	9049_classement	Villa Armand	thoroughfare				classement	landmark			
X	833	villa armand || Ouverture || Créée en 1901	1901	9049_ouverture	Villa Armand	thoroughfare				attribute_version_transition	attribute	geometry		
X	834	rue armand gauthier || Classement || Arrêté du 9 juin 1931	1931-06-09	9053_classement	Rue Armand Gauthier	thoroughfare				classement	landmark			
X	835	rue armand gauthier || Ouverture || Ouverte en 1906	1906	9053_ouverture	Rue Armand Gauthier	thoroughfare				attribute_version_transition	attribute	geometry		
X	836	rue arsène houssaye || Classement || Décret du 23 octobre 1852	1852-10-23	9064_classement	Rue Arsène Houssaye	thoroughfare				classement	landmark			
X	837	rue arsène houssaye || Dénomination || Arrêté du 10 juin 1897	1897-06-10	9064_dénomination	Rue Arsène Houssaye	thoroughfare				attribute_version_transition	attribute	name		rue Arsène Houssaye
A	838	rue arsène houssaye || Historique || Précédemment rue du Bel Respiro		9064_historique_1	Rue Arsène Houssaye	thoroughfare				attribute_version_transition	attribute	name	rue du Bel Respiro	rue Arsène Houssaye
X	839	rue arsène houssaye || Historique || La partie comprise entre les avenues des Champs Elysées et de Friedland (A) a été ouverte sous le nom d'avenue de Chateaubriand		9064_historique_2	Avenue de Chateaubriand	thoroughfare				attribute_version_transition	attribute	name		avenue de Chateaubriand
	840	rue arsène houssaye || Historique || elle a été prolongée en 1842 jusqu'à la rue Beaujon	1842	9064_historique_3	Rue Arsène Houssaye	thoroughfare								
X	841	rue arsène houssaye || Numérotation || Arrêté du 30 mars 1874	1874-03-30	9064_numérotation	Rue Arsène Houssaye	thoroughfare				numerotation	landmark			
X	842	rue arsène houssaye || Ouverture || Ouverte en 1825, partie A	1825	9064_ouverture	Rue Arsène Houssaye	thoroughfare				attribute_version_transition	attribute	geometry		
X	843	passage de l'atlas || Classement || Décret du 23 mai 1863, dans la voirie parisienne, entre la rue de l'Atlas, n° 10 bis, et la partie en retour d'équerre sur la rue de l'Atlas, n° 16 (A)	1863-05-23	9087_classement_1	Passage de l'Atlas	thoroughfare				classement	landmark			
X	844	passage de l'atlas || Classement || Précédemment voie de l'ancienne commune de Belleville		9087_classement_2	Passage de l'Atlas	thoroughfare				classement	landmark			
X	845	passage de l'atlas || Classement || Décret du 8 juillet 1875, le surplus de la voie (B)	1875-07-08	9087_classement_3	Passage de l'Atlas	thoroughfare				classement	landmark			
X	846	passage de l'atlas || Dénomination || Arrêté du 1er février 1877	1877-02	9087_dénomination	Passage de l'Atlas	thoroughfare				attribute_version_transition	attribute	name		passage de l'Atlas
	847	passage de l'atlas || Historique || Précédemment partie de l'impasse Rébeval dans le tronçon A et partie de la rue Richer dans la partie B		9087_historique_1	Passage de l'Atlas	thoroughfare								
X	848	passage de l'atlas || Historique || L'impasse Rébeval était dénommée antérieurement impasse Saint-Laurent		9087_historique_2	Passage de l'Atlas	thoroughfare				attribute_version_transition	attribute	name	impasse Rébeval	impasse Saint-Laurent
X	849	passage de l'atlas || Numérotation || Arrêté du 10 mai 1878	1878-05-10	9087_numérotation	Passage de l'Atlas	thoroughfare				numerotation	landmark			
X	850	cité aubry || Classement || Arrêté municipal du 15 avril 1991	1991-04-15	9095_classement	Cité Aubry	thoroughfare				classement	landmark			
X	851	rue auguste maquet || Classement || Décret du 23 avril 1900	1900-04-23	9115_classement	Rue Auguste Maquet	thoroughfare				classement	landmark			
A	852	rue auguste maquet || Dénomination || Arrêté du 2 août 1899	1899-08-02	9115_dénomination	Rue Auguste Maquet	thoroughfare				attribute_version_transition	attribute	name		rue Auguste Maquet
X	853	rue auguste maquet || Historique || Précédemment rue Cuvelier		9115_historique_1	Rue Auguste Maquet	thoroughfare				attribute_version_transition	attribute	name	rue Cuvelier	rue Auguste Maquet
A	853	rue auguste maquet || Historique || Précédemment rue Cuvelier		9115_historique_1	Rue Cuvelier	thoroughfare				attribute_version_transition	attribute	name	rue Cuvelier	rue Auguste Maquet
	854	rue auguste maquet || Historique || Ouverte par M Emile Fournier		9115_historique_2	Rue Auguste Maquet	thoroughfare								
X	855	rue auguste maquet || Numérotation || Note du directeur technique de la Voirie parisienne du 3 août 1953, n° 5	1953-08-03	9115_numérotation	Rue Auguste Maquet	thoroughfare				numerotation	landmark			
X	856	rue auguste maquet || Ouverture || Ouverte en 1898	1898	9115_ouverture	Rue Auguste Maquet	thoroughfare				attribute_version_transition	attribute	geometry		
A	857	rue auguste vacquerie || Dénomination || Arrêté du 29 juillet 1895	1895-07-29	9120_dénomination	Rue Auguste Vacquerie	thoroughfare				attribute_version_transition	attribute	name		rue Auguste Vacquerie
A	858	rue auguste vacquerie || Historique || Précédemment rue des Bassins		9120_historique_1	Rue Auguste Vacquerie	thoroughfare				attribute_version_transition	attribute	name	rue des Bassins	rue Auguste Vacquerie
	859	rue auguste vacquerie || Historique || Ouverte par MM Dumoustier, Laurent et Grassal sur leurs terrains		9120_historique_2	Rue Auguste Vacquerie	thoroughfare								
X	860	rue auguste vacquerie || Ouverture || Ordonnance du 18 mars 1836	1836-03-18	9120_ouverture_1	Rue Auguste Vacquerie	thoroughfare				attribute_version_transition	attribute	geometry		
X	861	rue auguste vacquerie || Ouverture || Cette ordonnance fixait à 12 m la hauteur maxima des maisons en bordure de la voie		9120_ouverture_2	Rue Auguste Vacquerie	thoroughfare				attribute_version_transition	attribute	geometry		
X	862	rue de bagnolet || Classement || Décret du 23 mai 1863, dans la voirie parisienne	1863-05-23	9148_classement_1	Rue de Bagnolet	thoroughfare				classement	landmark			
	863	rue de bagnolet || Classement || Précédemment, route départementale n° 23		9148_classement_2	Rue de Bagnolet	thoroughfare				classement	landmark			
A	864	rue de bagnolet || Dénomination || Arrêté du 2 avril 1868, entre le boulevard de Charonne et la place Saint-Blaise	1868-04-02	9148_dénomination	Rue de Bagnolet	thoroughfare				attribute_version_transition	attribute	name		rue de Bagnolet
A	864	rue de bagnolet || Dénomination || Arrêté du 2 avril 1868, entre le boulevard de Charonne et la place Saint-Blaise	1868-04-02	9148_dénomination	 boulevard de Charonne	thoroughfare				attribute_version_transition	attribute	name		rue de Bagnolet
A	864	rue de bagnolet || Dénomination || Arrêté du 2 avril 1868, entre le boulevard de Charonne et la place Saint-Blaise	1868-04-02	9148_dénomination	place Saint-Blaise	thoroughfare				attribute_version_transition	attribute	name		rue de Bagnolet
	865	rue de bagnolet || Historique || Précédemment, rue de Paris, entre le boulevard de Charonne et la place Saint-Blaise		9148_historique_1	Rue de Bagnolet	thoroughfare				attribute_version_transition	attribute	name		rue Louis Blanc
	866	rue de bagnolet || Historique || rue de Bagnolet, entre la place Saint-Blaise et le boulevard Davout		9148_historique_2	Rue de Bagnolet	thoroughfare								
	867	rue de bagnolet || Historique || plus anciennement, la partie entre le boulevard de Charonne et la rue de la Réunion était comprise dans la rue de Fontarabie		9148_historique_3	Rue de Bagnolet	thoroughfare								
ø	868	rue de bagnolet || Historique || Elle était indiquée sur le plan de Jouvin de Rochefort (1672)	1672	9148_historique_4	Rue de Bagnolet	thoroughfare								
	869	rue de bagnolet || Historique || La partie entre la rue des Prairies et le boulevard Davout limitait extérieurement le parc du Château de Bagnolet		9148_historique_5	Rue de Bagnolet	thoroughfare								
X	870	impasse baudricourt || Classement || Arrêté municipal du 26 juillet 1993	1993-07-26	9208_classement	Impasse Baudricourt	thoroughfare				classement	landmark			
X	871	impasse baudricourt || Dénomination || Nom donné en 1929	1929	9208_dénomination	Impasse Baudricourt	thoroughfare				attribute_version_transition	attribute	name		impasse Baudricourt
A	872	impasse baudricourt || Historique || Précédemment, cité Ravel		9208_historique	Impasse Baudricourt	thoroughfare				attribute_version_transition	attribute	name	cité Ravel	impasse Baudricourt
X	873	rue bellart || Historique || Une partie de la rue a été supprimée lors du percement de l'avenue de Suffren (déc du 31 juillet 1867 [UP])	1867-07-31	9254_historique	Rue Bellart	thoroughfare				attribute_version_transition	attribute	geometry		
X	873	rue bellart || Historique || Une partie de la rue a été supprimée lors du percement de l'avenue de Suffren (déc du 31 juillet 1867 [UP])	1867-07-31	9254_historique	Avenue de Suffren	thoroughfare				attribute_version_transition	attribute	geometry		
X	874	rue bellart || Numérotation || Arrêté du 23 septembre 1902	1902-09-23	9254_numérotation	Rue Bellart	thoroughfare				numerotation	landmark			
X	875	boulevard de belleville || Classement || Décret du 23 mai 1863, dans la voirie parisienne	1863-05-23	9260_classement_1	Boulevard de Belleville	thoroughfare				classement	landmark			
X	876	boulevard de belleville || Classement || Précédemment, voie de l'ancienne commune de Belleville		9260_classement_2	Boulevard de Belleville	thoroughfare	Belleville	municipality	within	classement	landmark			
A	877	boulevard de belleville || Dénomination || Arrêté du 30 décembre 1864	1864-12-30	9260_dénomination	Boulevard de Belleville	thoroughfare				attribute_version_transition	attribute	name		boulevard de Belleville
	878	boulevard de belleville || Historique || Précédemment : 1° à l'extérieur de l'ancien mur d'octroi : boulevard des Trois Couronnes entre les rues de Ménilmontant et des Couronnes		9260_historique_1	Boulevard de Belleville	thoroughfare								
	879	boulevard de belleville || Historique || boulevard de Belleville pour le surplus		9260_historique_2	Boulevard de Belleville	thoroughfare								
	880	boulevard de belleville || Historique || 2° à l'intérieur de l'ancien mur d'octroi : partie de la place de la Barrière de Ménilmontant qui était située au débouché de la rue Oberkampf		9260_historique_3	Boulevard de Belleville	thoroughfare								
	881	boulevard de belleville || Historique || chemin de ronde de Ménilmontant, entre cette place et la rue Jean-Pierre Timbaud		9260_historique_4	Boulevard de Belleville	thoroughfare								
	882	boulevard de belleville || Historique || chemin de ronde des Trois Couronnes, entre les rues Jean-Pierre Timbaud et de l'Orillon		9260_historique_5	Boulevard de Belleville	thoroughfare								
	883	boulevard de belleville || Historique || chemin de ronde de Ramponneau, pour le surplus		9260_historique_6	Boulevard de Belleville	thoroughfare								
A	884	boulevard de belleville || Ouverture || Ordonnance du Bureau des Finances du 16 janvier 1789	1789-01-16	9260_ouverture	Boulevard de Belleville	thoroughfare				attribute_version_transition	attribute	geometry		
A	885	rue de la bidassoa || Dénomination || Arrêté du 10 décembre 1878, partie A	1878-12-10	9330_dénomination_1	Rue de la Bidassoa	thoroughfare				attribute_version_transition	attribute	name		rue de la Bidassoa
A	886	rue de la bidassoa || Dénomination || Arrêté du 7 décembre 1900, partie B	1900-12-07	9330_dénomination_2	Rue de la Bidassoa	thoroughfare				attribute_version_transition	attribute	name		rue de la Bidassoa
	887	rue de la bidassoa || Historique || Précédemment comprise dans la rue des Prairies (partie A), antérieurement rue des Champs		9330_historique_1	Rue de la Bidassoa	thoroughfare								
A	888	rue de la bidassoa || Historique || Précédemment rue Latérale (partie B)		9330_historique_2	Rue de la Bidassoa	thoroughfare				attribute_version_transition	attribute	name		rue de la bidassoa
A	888	rue de la bidassoa || Historique || Précédemment rue Latérale (partie B)		9330_historique_2	Rue Latérale	thoroughfare				attribute_version_transition	attribute	name		rue de la bidassoa
X	889	rue de la bidassoa || Numérotation || Arrêté du 5 avril 1879, partie A	1879-04-05	9330_numérotation	Rue de la Bidassoa	thoroughfare				numerotation	landmark			
X	890	rue de la bidassoa || Ouverture || Décret du 28 janvier 1876 (UP), partie B	1876-01-28	9330_ouverture	Rue de la Bidassoa	thoroughfare				attribute_version_transition	attribute	geometry		
X	891	rue de bigorre || Classement || Décret du 5 décembre 1881	1881-12-05	9336_classement	Rue de Bigorre	thoroughfare				classement	landmark			
X	892	rue de bigorre || Dénomination || Arrêté du 1er février 1877	1877-02	9336_dénomination	Rue de Bigorre	thoroughfare				attribute_version_transition	attribute	name		rue de Bigorre
X	893	rue blaise-desgoffe || Classement || Décret du 18 novembre 1907	1907-11-18	9349_classement	Rue Blaise-Desgoffe	thoroughfare				classement	landmark			
X	894	rue blaise-desgoffe || Dénomination || Arrêté du 13 mars 1908 approuvé par décret du 10 avril 1908	1908-04-10	9349_dénomination	Rue Blaise-Desgoffe	thoroughfare				attribute_version_transition	attribute	name		rue Blaise-Desgoffe
	895	rue blaise-desgoffe || Historique || Ouverte sur des terrains appartenant à Mme la comtesse de Durfort et à MM Jumeau et Jallot		9349_historique	Rue Blaise-Desgoffe	thoroughfare								
X	896	rue blaise-desgoffe || Ouverture || Ouverte en 1904	1904	9349_ouverture	Rue Blaise-Desgoffe	thoroughfare				attribute_version_transition	attribute	geometry		
X	897	villa des boers || Classement || Arrêté municipal du 9 août 1991	1991-08-09	9364_classement	Villa des Boers	thoroughfare				classement	landmark			
X	898	villa des boers || Ouverture || Ouverte en 1902	1902	9364_ouverture	Villa des Boers	thoroughfare				attribute_version_transition	attribute	geometry		
X	899	rue bonnet || Dénomination || Décret du 10 février 1875	1875-02-10	9390_dénomination	Rue Bonnet	thoroughfare				attribute_version_transition	attribute	name		rue Bonnet
X	900	rue bonnet || Historique || L'assiette initiale de la rue Bonnet comprise entre la rue Paul Abadie et le passage Saint-Jules a été intégrée à l'espace vert créé lors de l'aménagement de la Zac Ğ Moskova ğ		9390_historique_1	Rue Bonnet	thoroughfare				attribute_version_transition	attribute	geometry		
	901	rue bonnet || Historique || La partie actuelle de la rue comprise entre la rue Paul Abadie et la rue Jean Dolfus est devenue publique (arr mun du 13 août 1998)	1998-08-13	9390_historique_2	Rue Bonnet	thoroughfare								
A	902	rue bonnet || Historique || Précédemment, rue des Vignes		9390_historique_3	Rue Bonnet	thoroughfare				attribute_version_transition	attribute	name	rue des Vignes	rue du Cange
X	903	rue bouchardon || Classement || Décret du 7 août 1867, sur une longueur de 97 m environ, à partir de la rue du Château d'Eau (A)	1867-08-07	9406_classement	Rue Bouchardon	thoroughfare				classement	landmark			
X	904	rue bouchardon || Dénomination || Décret du 24 août 1864	1864-08-24	9406_dénomination	Rue Bouchardon	thoroughfare				attribute_version_transition	attribute	name		rue Bouchardon
	905	rue bouchardon || Historique || Précédemment, cul-de-sac ou impasse de la Pompe		9406_historique	Rue Bouchardon	thoroughfare				attribute_version_transition	attribute	name	impasse de la Pompe	rue Bouchardon
	906	rue bouchardon || Ouverture || La partie A a été ouverte vers 1854, en prolongement de l'ancienne impasse de la Pompe	1854	9406_ouverture	Rue Bouchardon	thoroughfare				attribute_version_transition	attribute	geometry		
X	907	rue bouchut || Classement || Décret du 23 janvier 1903	1903-01-23	9408_classement	Rue Bouchut	thoroughfare				classement	landmark			
A	908	rue bouchut || Dénomination || Arrêté du 7 décembre 1900	1900-12-07	9408_dénomination	Rue Bouchut	thoroughfare				attribute_version_transition	attribute	name		rue Bouchut
	909	rue bouchut || Historique || Ouverte par la Ville de Paris sur l'emplacement de l'abattoir de Grenelle		9408_historique	Rue Bouchut	thoroughfare								
X	910	rue bouchut || Numérotation || Arrêté du 23 septembre 1902	1902-09-23	9408_numérotation	Rue Bouchut	thoroughfare				numerotation	landmark			
X	911	rue bouchut || Ouverture || Ouverte en 1900	1900	9408_ouverture	Rue Bouchut	thoroughfare				attribute_version_transition	attribute	geometry		
A	912	rue camille blaisot || Dénomination || Arrêté du 21 mai 1956	1956-05-21	9571_dénomination	Rue Camille Blaisot	thoroughfare				attribute_version_transition	attribute	name		rue Camille Blaisot
	913	rue camille blaisot || Historique || Ouverte par la Ville de Paris		9571_historique	Rue Camille Blaisot	thoroughfare								
X	914	rue camille blaisot || Ouverture || Ouverte en 1956	1956	9571_ouverture	Rue Camille Blaisot	thoroughfare				attribute_version_transition	attribute	geometry		
A	915	rue de campo-formio || Dénomination || Décision ministérielle du 29 mars 1851	1851-03-29	9581_dénomination	Rue de Campo-Formio	thoroughfare				attribute_version_transition	attribute	name		rue de Campo-Formio
